t,A,cs2,m_eff2,no_ghost,grad_stable,tachyon_free
170.75000000000458,1.0000003264245578,1.0,0.07999994777209207,1,1,1
170.8000000000046,1.0000003254491154,1.0,0.07999994792816272,1,1,1
170.8500000000046,1.0000003244765883,1.0,0.07999994808376695,1,1,1
170.9000000000046,1.000000323506967,1.0,0.07999994823890623,1,1,1
170.95000000000462,1.0000003225402432,1.0,0.07999994839358189,1,1,1
171.00000000000463,1.0000003215764084,1.0,0.07999994854779534,1,1,1
171.05000000000464,1.0000003206154537,1.0,0.07999994870154796,1,1,1
171.10000000000466,1.0000003196573706,1.0,0.07999994885484114,1,1,1
171.15000000000467,1.0000003187021504,1.0,0.07999994900767625,1,1,1
171.20000000000468,1.0000003177497847,1.0,0.07999994916005464,1,1,1
171.2500000000047,1.000000316800265,1.0,0.0799999493119777,1,1,1
171.3000000000047,1.0000003158535826,1.0,0.07999994946344674,1,1,1
171.3500000000047,1.0000003149097292,1.0,0.07999994961446316,1,1,1
171.40000000000472,1.0000003139686964,1.0,0.0799999497650283,1,1,1
171.45000000000474,1.0000003130304755,1.0,0.07999994991514352,1,1,1
171.50000000000475,1.0000003120950582,1.0,0.07999995006481017,1,1,1
171.55000000000476,1.0000003111624363,1.0,0.07999995021402956,1,1,1
171.60000000000477,1.0000003102326012,1.0,0.07999995036280305,1,1,1
171.65000000000478,1.0000003093055447,1.0,0.07999995051113197,1,1,1
171.7000000000048,1.0000003083812588,1.0,0.07999995065901762,1,1,1
171.7500000000048,1.0000003074597346,1.0,0.07999995080646138,1,1,1
171.80000000000481,1.0000003065409642,1.0,0.07999995095346453,1,1,1
171.85000000000483,1.0000003056249394,1.0,0.07999995110002839,1,1,1
171.90000000000484,1.0000003047116517,1.0,0.0799999512461543,1,1,1
171.95000000000485,1.0000003038010934,1.0,0.07999995139184353,1,1,1
172.00000000000486,1.000000302893256,1.0,0.0799999515370974,1,1,1
172.05000000000487,1.0000003019881314,1.0,0.07999995168191722,1,1,1
172.10000000000488,1.0000003010857115,1.0,0.0799999518263043,1,1,1
172.1500000000049,1.0000003001859885,1.0,0.07999995197025987,1,1,1
172.2000000000049,1.0000002992889538,1.0,0.0799999521137853,1,1,1
172.25000000000492,1.0000002983946,1.0,0.0799999522568818,1,1,1
172.30000000000493,1.0000002975029185,1.0,0.07999995239955073,1,1,1
172.35000000000494,1.0000002966139017,1.0,0.07999995254179332,1,1,1
172.40000000000495,1.0000002957275416,1.0,0.07999995268361083,1,1,1
172.45000000000496,1.00000029484383,1.0,0.07999995282500459,1,1,1
172.50000000000497,1.0000002939627592,1.0,0.0799999529659758,1,1,1
172.55000000000499,1.0000002930843215,1.0,0.07999995310652576,1,1,1
172.600000000005,1.0000002922085085,1.0,0.07999995324665572,1,1,1
172.650000000005,1.0000002913353128,1.0,0.07999995338636694,1,1,1
172.70000000000502,1.0000002904647263,1.0,0.07999995352566065,1,1,1
